NOME_SALA,REGISTRO_SALA,CNPJ_SALA,SITUACAO_SALA,DATA_SITUACAO_SALA,DATA_INICIO_FUNCIONAMENTO_SALA,ASSENTOS_SALA,ASSENTOS_CADEIRANTES,ASSENTOS_MOBILIDADE_REDUZIDA,ASSENTOS_OBESIDADE,ACESSO_ASSENTOS_COM_RAMPA,ACESSO_SALA_COM_RAMPA,BANHEIROS_ACESSIVEIS,NOME_COMPLEXO,REGISTRO_COMPLEXO,SITUACAO_COMPLEXO,DATA_SITUACAO_COMPLEXO,PAGINA_ELETRONICA_COMPLEXO,ENDERECO_COMPLEXO,NUMERO_ENDERECO_COMPLEXO,COMPLEMENTO_COMPLEXO,BAIRRO_COMPLEXO,MUNICIPIO_COMPLEXO,CEP_COMPLEXO,UF_COMPLEXO,COMPLEXO_ITINERANTE,OPERACAO_USUAL,NOME_EXIBIDOR,REGISTRO_EXIBIDOR,CNPJ_EXIBIDOR,SITUACAO_EXIBIDOR,NOME_GRUPO_EXIBIDOR,Código Município Completo
SHOPPING BOSQUE DOS IPÊS- SALA 02,5004808.0,01.289.530/0013-06,EM FUNCIONAMENTO,01/08/2024,20/09/2013,247.0,5.0,2.0,3.0,NÃO,NÃO,SIM,UCI BRASIL-SHOPPING BOSQUE DOS IPÊS,27590.0,EM FUNCIONAMENTO,17/06/2021,www.ucicinemas.com.br,AVENIDA CONSUL ASSAF TRAD,4796.0,NÍVEL 2 EST.212,CORONEL ANTÔNIO,CAMPO GRANDE,79013-545,MS,NÃO,COMERCIAL,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,749.0,01.289.530/0001-64,REGULAR,UCI,2401305.0
SHOPPING BOSQUE DOS IPÊS- SALA 02,5004808.0,01.289.530/0013-06,EM FUNCIONAMENTO,01/08/2024,20/09/2013,247.0,5.0,2.0,3.0,NÃO,NÃO,SIM,UCI BRASIL-SHOPPING BOSQUE DOS IPÊS,27590.0,EM FUNCIONAMENTO,17/06/2021,www.ucicinemas.com.br,AVENIDA CONSUL ASSAF TRAD,4796.0,NÍVEL 2 EST.212,CORONEL ANTÔNIO,CAMPO GRANDE,79013-545,MS,NÃO,COMERCIAL,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,749.0,01.289.530/0001-64,REGULAR,UCI,2701506.0
SHOPPING BOSQUE DOS IPÊS- SALA 02,5004808.0,01.289.530/0013-06,EM FUNCIONAMENTO,01/08/2024,20/09/2013,247.0,5.0,2.0,3.0,NÃO,NÃO,SIM,UCI BRASIL-SHOPPING BOSQUE DOS IPÊS,27590.0,EM FUNCIONAMENTO,17/06/2021,www.ucicinemas.com.br,AVENIDA CONSUL ASSAF TRAD,4796.0,NÍVEL 2 EST.212,CORONEL ANTÔNIO,CAMPO GRANDE,79013-545,MS,NÃO,COMERCIAL,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,749.0,01.289.530/0001-64,REGULAR,UCI,5002704.0
SHOPPING BOSQUE DOS IPÊS- SALA 03,5004809.0,01.289.530/0013-06,EM FUNCIONAMENTO,17/06/2021,20/09/2013,250.0,6.0,3.0,2.0,NÃO,NÃO,SIM,UCI BRASIL-SHOPPING BOSQUE DOS IPÊS,27590.0,EM FUNCIONAMENTO,17/06/2021,www.ucicinemas.com.br,AVENIDA CONSUL ASSAF TRAD,4796.0,NÍVEL 2 EST.212,CORONEL ANTÔNIO,CAMPO GRANDE,79013-545,MS,NÃO,COMERCIAL,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,749.0,01.289.530/0001-64,REGULAR,UCI,2401305.0
SHOPPING BOSQUE DOS IPÊS- SALA 03,5004809.0,01.289.530/0013-06,EM FUNCIONAMENTO,17/06/2021,20/09/2013,250.0,6.0,3.0,2.0,NÃO,NÃO,SIM,UCI BRASIL-SHOPPING BOSQUE DOS IPÊS,27590.0,EM FUNCIONAMENTO,17/06/2021,www.ucicinemas.com.br,AVENIDA CONSUL ASSAF TRAD,4796.0,NÍVEL 2 EST.212,CORONEL ANTÔNIO,CAMPO GRANDE,79013-545,MS,NÃO,COMERCIAL,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,749.0,01.289.530/0001-64,REGULAR,UCI,2701506.0
SHOPPING BOSQUE DOS IPÊS- SALA 03,5004809.0,01.289.530/0013-06,EM FUNCIONAMENTO,17/06/2021,20/09/2013,250.0,6.0,3.0,2.0,NÃO,NÃO,SIM,UCI BRASIL-SHOPPING BOSQUE DOS IPÊS,27590.0,EM FUNCIONAMENTO,17/06/2021,www.ucicinemas.com.br,AVENIDA CONSUL ASSAF TRAD,4796.0,NÍVEL 2 EST.212,CORONEL ANTÔNIO,CAMPO GRANDE,79013-545,MS,NÃO,COMERCIAL,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,749.0,01.289.530/0001-64,REGULAR,UCI,5002704.0
SHOPPING BOSQUE DOS IPÊS- SALA 04,5004810.0,01.289.530/0013-06,EM FUNCIONAMENTO,17/06/2021,20/09/2013,300.0,6.0,3.0,3.0,NÃO,NÃO,SIM,UCI BRASIL-SHOPPING BOSQUE DOS IPÊS,27590.0,EM FUNCIONAMENTO,17/06/2021,www.ucicinemas.com.br,AVENIDA CONSUL ASSAF TRAD,4796.0,NÍVEL 2 EST.212,CORONEL ANTÔNIO,CAMPO GRANDE,79013-545,MS,NÃO,COMERCIAL,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,749.0,01.289.530/0001-64,REGULAR,UCI,2401305.0
SHOPPING BOSQUE DOS IPÊS- SALA 04,5004810.0,01.289.530/0013-06,EM FUNCIONAMENTO,17/06/2021,20/09/2013,300.0,6.0,3.0,3.0,NÃO,NÃO,SIM,UCI BRASIL-SHOPPING BOSQUE DOS IPÊS,27590.0,EM FUNCIONAMENTO,17/06/2021,www.ucicinemas.com.br,AVENIDA CONSUL ASSAF TRAD,4796.0,NÍVEL 2 EST.212,CORONEL ANTÔNIO,CAMPO GRANDE,79013-545,MS,NÃO,COMERCIAL,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,749.0,01.289.530/0001-64,REGULAR,UCI,2701506.0
SHOPPING BOSQUE DOS IPÊS- SALA 04,5004810.0,01.289.530/0013-06,EM FUNCIONAMENTO,17/06/2021,20/09/2013,300.0,6.0,3.0,3.0,NÃO,NÃO,SIM,UCI BRASIL-SHOPPING BOSQUE DOS IPÊS,27590.0,EM FUNCIONAMENTO,17/06/2021,www.ucicinemas.com.br,AVENIDA CONSUL ASSAF TRAD,4796.0,NÍVEL 2 EST.212,CORONEL ANTÔNIO,CAMPO GRANDE,79013-545,MS,NÃO,COMERCIAL,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,749.0,01.289.530/0001-64,REGULAR,UCI,5002704.0
SHOPPING BOSQUE DOS IPÊS- SALA 05,5004811.0,01.289.530/0013-06,EM FUNCIONAMENTO,17/06/2021,20/09/2013,158.0,5.0,3.0,1.0,NÃO,NÃO,SIM,UCI BRASIL-SHOPPING BOSQUE DOS IPÊS,27590.0,EM FUNCIONAMENTO,17/06/2021,www.ucicinemas.com.br,AVENIDA CONSUL ASSAF TRAD,4796.0,NÍVEL 2 EST.212,CORONEL ANTÔNIO,CAMPO GRANDE,79013-545,MS,NÃO,COMERCIAL,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,749.0,01.289.530/0001-64,REGULAR,UCI,2401305.0
SHOPPING BOSQUE DOS IPÊS- SALA 05,5004811.0,01.289.530/0013-06,EM FUNCIONAMENTO,17/06/2021,20/09/2013,158.0,5.0,3.0,1.0,NÃO,NÃO,SIM,UCI BRASIL-SHOPPING BOSQUE DOS IPÊS,27590.0,EM FUNCIONAMENTO,17/06/2021,www.ucicinemas.com.br,AVENIDA CONSUL ASSAF TRAD,4796.0,NÍVEL 2 EST.212,CORONEL ANTÔNIO,CAMPO GRANDE,79013-545,MS,NÃO,COMERCIAL,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,749.0,01.289.530/0001-64,REGULAR,UCI,2701506.0
SHOPPING BOSQUE DOS IPÊS- SALA 05,5004811.0,01.289.530/0013-06,EM FUNCIONAMENTO,17/06/2021,20/09/2013,158.0,5.0,3.0,1.0,NÃO,NÃO,SIM,UCI BRASIL-SHOPPING BOSQUE DOS IPÊS,27590.0,EM FUNCIONAMENTO,17/06/2021,www.ucicinemas.com.br,AVENIDA CONSUL ASSAF TRAD,4796.0,NÍVEL 2 EST.212,CORONEL ANTÔNIO,CAMPO GRANDE,79013-545,MS,NÃO,COMERCIAL,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,749.0,01.289.530/0001-64,REGULAR,UCI,5002704.0
SHOPPING BOSQUE DOS IPÊS- SALA 06,5004812.0,01.289.530/0013-06,EM FUNCIONAMENTO,17/06/2021,20/09/2013,197.0,4.0,2.0,2.0,NÃO,NÃO,NÃO,UCI BRASIL-SHOPPING BOSQUE DOS IPÊS,27590.0,EM FUNCIONAMENTO,17/06/2021,www.ucicinemas.com.br,AVENIDA CONSUL ASSAF TRAD,4796.0,NÍVEL 2 EST.212,CORONEL ANTÔNIO,CAMPO GRANDE,79013-545,MS,NÃO,COMERCIAL,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,749.0,01.289.530/0001-64,REGULAR,UCI,2401305.0
SHOPPING BOSQUE DOS IPÊS- SALA 06,5004812.0,01.289.530/0013-06,EM FUNCIONAMENTO,17/06/2021,20/09/2013,197.0,4.0,2.0,2.0,NÃO,NÃO,NÃO,UCI BRASIL-SHOPPING BOSQUE DOS IPÊS,27590.0,EM FUNCIONAMENTO,17/06/2021,www.ucicinemas.com.br,AVENIDA CONSUL ASSAF TRAD,4796.0,NÍVEL 2 EST.212,CORONEL ANTÔNIO,CAMPO GRANDE,79013-545,MS,NÃO,COMERCIAL,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,749.0,01.289.530/0001-64,REGULAR,UCI,2701506.0
SHOPPING BOSQUE DOS IPÊS- SALA 06,5004812.0,01.289.530/0013-06,EM FUNCIONAMENTO,17/06/2021,20/09/2013,197.0,4.0,2.0,2.0,NÃO,NÃO,NÃO,UCI BRASIL-SHOPPING BOSQUE DOS IPÊS,27590.0,EM FUNCIONAMENTO,17/06/2021,www.ucicinemas.com.br,AVENIDA CONSUL ASSAF TRAD,4796.0,NÍVEL 2 EST.212,CORONEL ANTÔNIO,CAMPO GRANDE,79013-545,MS,NÃO,COMERCIAL,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,749.0,01.289.530/0001-64,REGULAR,UCI,5002704.0
UCI MANAUARA 1,5006845.0,01.289.530/0020-27,EM FUNCIONAMENTO,15/09/2022,15/09/2022,397.0,8.0,4.0,4.0,SIM,SIM,NÃO,UCI MANAUARA,51965.0,EM FUNCIONAMENTO,15/09/2022,,Avenida Mario Ypiranga,1300.0,,ADRIANÓPOLIS,MANAUS,69057-002,AM,NÃO,COMERCIAL,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,749.0,01.289.530/0001-64,REGULAR,UCI,1302603.0
UCI MANAUARA 10,5006846.0,01.289.530/0020-27,EM FUNCIONAMENTO,15/09/2022,15/09/2022,142.0,3.0,2.0,2.0,SIM,SIM,NÃO,UCI MANAUARA,51965.0,EM FUNCIONAMENTO,15/09/2022,,Avenida Mario Ypiranga,1300.0,,ADRIANÓPOLIS,MANAUS,69057-002,AM,NÃO,COMERCIAL,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,749.0,01.289.530/0001-64,REGULAR,UCI,1302603.0
UCI MANAUARA 2,5006847.0,01.289.530/0020-27,EM FUNCIONAMENTO,15/09/2022,15/09/2022,127.0,3.0,2.0,2.0,SIM,SIM,NÃO,UCI MANAUARA,51965.0,EM FUNCIONAMENTO,15/09/2022,,Avenida Mario Ypiranga,1300.0,,ADRIANÓPOLIS,MANAUS,69057-002,AM,NÃO,COMERCIAL,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,749.0,01.289.530/0001-64,REGULAR,UCI,1302603.0
UCI MANAUARA 3,5006848.0,01.289.530/0020-27,EM FUNCIONAMENTO,15/09/2022,15/09/2022,170.0,4.0,2.0,2.0,SIM,SIM,NÃO,UCI MANAUARA,51965.0,EM FUNCIONAMENTO,15/09/2022,,Avenida Mario Ypiranga,1300.0,,ADRIANÓPOLIS,MANAUS,69057-002,AM,NÃO,COMERCIAL,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,749.0,01.289.530/0001-64,REGULAR,UCI,1302603.0
UCI MANAUARA 4,5006849.0,01.289.530/0020-27,EM FUNCIONAMENTO,15/09/2022,15/09/2022,170.0,4.0,2.0,2.0,SIM,SIM,NÃO,UCI MANAUARA,51965.0,EM FUNCIONAMENTO,15/09/2022,,Avenida Mario Ypiranga,1300.0,,ADRIANÓPOLIS,MANAUS,69057-002,AM,NÃO,COMERCIAL,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,749.0,01.289.530/0001-64,REGULAR,UCI,1302603.0
UCI MANAUARA 5,5006850.0,01.289.530/0020-27,EM FUNCIONAMENTO,15/09/2022,15/09/2022,262.0,6.0,3.0,3.0,SIM,SIM,NÃO,UCI MANAUARA,51965.0,EM FUNCIONAMENTO,15/09/2022,,Avenida Mario Ypiranga,1300.0,,ADRIANÓPOLIS,MANAUS,69057-002,AM,NÃO,COMERCIAL,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,749.0,01.289.530/0001-64,REGULAR,UCI,1302603.0
UCI MANAUARA 6,5006851.0,01.289.530/0020-27,EM FUNCIONAMENTO,15/09/2022,15/09/2022,262.0,6.0,3.0,3.0,SIM,SIM,NÃO,UCI MANAUARA,51965.0,EM FUNCIONAMENTO,15/09/2022,,Avenida Mario Ypiranga,1300.0,,ADRIANÓPOLIS,MANAUS,69057-002,AM,NÃO,COMERCIAL,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,749.0,01.289.530/0001-64,REGULAR,UCI,1302603.0
UCI MANAUARA 7,5006852.0,01.289.530/0020-27,EM FUNCIONAMENTO,15/09/2022,15/09/2022,170.0,4.0,2.0,2.0,SIM,SIM,NÃO,UCI MANAUARA,51965.0,EM FUNCIONAMENTO,15/09/2022,,Avenida Mario Ypiranga,1300.0,,ADRIANÓPOLIS,MANAUS,69057-002,AM,NÃO,COMERCIAL,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,749.0,01.289.530/0001-64,REGULAR,UCI,1302603.0
UCI MANAUARA 8,5006853.0,01.289.530/0020-27,EM FUNCIONAMENTO,15/09/2022,15/09/2022,114.0,3.0,2.0,2.0,SIM,SIM,NÃO,UCI MANAUARA,51965.0,EM FUNCIONAMENTO,15/09/2022,,Avenida Mario Ypiranga,1300.0,,ADRIANÓPOLIS,MANAUS,69057-002,AM,NÃO,COMERCIAL,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,749.0,01.289.530/0001-64,REGULAR,UCI,1302603.0
UCI MANAUARA 9,5006854.0,01.289.530/0020-27,EM FUNCIONAMENTO,15/09/2022,15/09/2022,142.0,3.0,2.0,2.0,SIM,SIM,NÃO,UCI MANAUARA,51965.0,EM FUNCIONAMENTO,15/09/2022,,Avenida Mario Ypiranga,1300.0,,ADRIANÓPOLIS,MANAUS,69057-002,AM,NÃO,COMERCIAL,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,749.0,01.289.530/0001-64,REGULAR,UCI,1302603.0
UCI METROPOLE 1,5006857.0,01.289.530/0019-93,EM FUNCIONAMENTO,06/10/2022,06/10/2022,320.0,7.0,4.0,4.0,SIM,SIM,NÃO,UCI METROPOLE,52085.0,EM FUNCIONAMENTO,06/10/2022,,Praça Samuel Sabatini,200.0,,CENTRO,SAO BERNARDO DO CAMPO,09750-902,SP,NÃO,COMERCIAL,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,749.0,01.289.530/0001-64,REGULAR,UCI,
UCI METROPOLE 2,5006858.0,01.289.530/0019-93,EM FUNCIONAMENTO,06/10/2022,06/10/2022,150.0,3.0,2.0,2.0,SIM,SIM,NÃO,UCI METROPOLE,52085.0,EM FUNCIONAMENTO,06/10/2022,,Praça Samuel Sabatini,200.0,,CENTRO,SAO BERNARDO DO CAMPO,09750-902,SP,NÃO,COMERCIAL,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,749.0,01.289.530/0001-64,REGULAR,UCI,
UCI METROPOLE 3,5006859.0,01.289.530/0019-93,EM FUNCIONAMENTO,06/10/2022,06/10/2022,150.0,3.0,2.0,2.0,SIM,SIM,NÃO,UCI METROPOLE,52085.0,EM FUNCIONAMENTO,06/10/2022,,Praça Samuel Sabatini,200.0,,CENTRO,SAO BERNARDO DO CAMPO,09750-902,SP,NÃO,COMERCIAL,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,749.0,01.289.530/0001-64,REGULAR,UCI,
UCI METROPOLE 4,5006860.0,01.289.530/0019-93,EM FUNCIONAMENTO,06/10/2022,06/10/2022,149.0,3.0,2.0,2.0,SIM,SIM,NÃO,UCI METROPOLE,52085.0,EM FUNCIONAMENTO,06/10/2022,,Praça Samuel Sabatini,200.0,,CENTRO,SAO BERNARDO DO CAMPO,09750-902,SP,NÃO,COMERCIAL,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,749.0,01.289.530/0001-64,REGULAR,UCI,
UCI METROPOLE 5,5006861.0,01.289.530/0019-93,EM FUNCIONAMENTO,06/10/2022,06/10/2022,154.0,3.0,2.0,2.0,SIM,SIM,NÃO,UCI METROPOLE,52085.0,EM FUNCIONAMENTO,06/10/2022,,Praça Samuel Sabatini,200.0,,CENTRO,SAO BERNARDO DO CAMPO,09750-902,SP,NÃO,COMERCIAL,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,749.0,01.289.530/0001-64,REGULAR,UCI,
UCI METROPOLE 6,5006862.0,01.289.530/0019-93,EM FUNCIONAMENTO,06/10/2022,06/10/2022,294.0,6.0,3.0,3.0,SIM,SIM,NÃO,UCI METROPOLE,52085.0,EM FUNCIONAMENTO,06/10/2022,,Praça Samuel Sabatini,200.0,,CENTRO,SAO BERNARDO DO CAMPO,09750-902,SP,NÃO,COMERCIAL,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,749.0,01.289.530/0001-64,REGULAR,UCI,
UCI METROPOLE 7,5006863.0,01.289.530/0019-93,EM FUNCIONAMENTO,06/10/2022,06/10/2022,294.0,6.0,3.0,3.0,SIM,SIM,NÃO,UCI METROPOLE,52085.0,EM FUNCIONAMENTO,06/10/2022,,Praça Samuel Sabatini,200.0,,CENTRO,SAO BERNARDO DO CAMPO,09750-902,SP,NÃO,COMERCIAL,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,749.0,01.289.530/0001-64,REGULAR,UCI,
UCI METROPOLE 8,5006864.0,01.289.530/0019-93,EM FUNCIONAMENTO,06/10/2022,06/10/2022,154.0,3.0,2.0,2.0,SIM,SIM,NÃO,UCI METROPOLE,52085.0,EM FUNCIONAMENTO,06/10/2022,,Praça Samuel Sabatini,200.0,,CENTRO,SAO BERNARDO DO CAMPO,09750-902,SP,NÃO,COMERCIAL,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,749.0,01.289.530/0001-64,REGULAR,UCI,
UCI METROPOLE 9,5006865.0,01.289.530/0019-93,EM FUNCIONAMENTO,06/10/2022,06/10/2022,154.0,3.0,2.0,2.0,SIM,SIM,NÃO,UCI METROPOLE,52085.0,EM FUNCIONAMENTO,06/10/2022,,Praça Samuel Sabatini,200.0,,CENTRO,SAO BERNARDO DO CAMPO,09750-902,SP,NÃO,COMERCIAL,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,749.0,01.289.530/0001-64,REGULAR,UCI,
ORIENT CINE PARALELA - SALA 01,5002680.0,01.562.356/0002-62,EM FUNCIONAMENTO,12/12/2024,02/10/2009,245.0,5.0,3.0,2.0,SIM,NÃO,SIM,UCI ORIENT - SHOPPING CENTER PARALELA,16207.0,EM FUNCIONAMENTO,14/05/2021,,AV. LUIZ VIANNA FILHO N° 8544,8544.0,"QD-A, PISOL/2 LOJA 222",ALPHAVILLE I,SALVADOR,41701-005,BA,NÃO,COMERCIAL,UCI-ORIENT LTDA,2606.0,01.562.356/0001-81,REGULAR,UCI ORIENT,2927408.0
ORIENT CINE PARALELA - SALA 02,5002677.0,01.562.356/0002-62,EM FUNCIONAMENTO,14/05/2021,02/10/2009,287.0,6.0,3.0,3.0,SIM,NÃO,SIM,UCI ORIENT - SHOPPING CENTER PARALELA,16207.0,EM FUNCIONAMENTO,14/05/2021,,AV. LUIZ VIANNA FILHO N° 8544,8544.0,"QD-A, PISOL/2 LOJA 222",ALPHAVILLE I,SALVADOR,41701-005,BA,NÃO,COMERCIAL,UCI-ORIENT LTDA,2606.0,01.562.356/0001-81,REGULAR,UCI ORIENT,2927408.0
ORIENT CINE PARALELA - SALA 05,5002679.0,01.562.356/0002-62,EM FUNCIONAMENTO,14/05/2021,02/10/2009,287.0,6.0,3.0,3.0,SIM,NÃO,SIM,UCI ORIENT - SHOPPING CENTER PARALELA,16207.0,EM FUNCIONAMENTO,14/05/2021,,AV. LUIZ VIANNA FILHO N° 8544,8544.0,"QD-A, PISOL/2 LOJA 222",ALPHAVILLE I,SALVADOR,41701-005,BA,NÃO,COMERCIAL,UCI-ORIENT LTDA,2606.0,01.562.356/0001-81,REGULAR,UCI ORIENT,2927408.0
ORIENT CINE PARELELA - SALA 03,5002678.0,01.562.356/0002-62,EM FUNCIONAMENTO,14/05/2021,02/10/2009,304.0,6.0,3.0,3.0,SIM,NÃO,SIM,UCI ORIENT - SHOPPING CENTER PARALELA,16207.0,EM FUNCIONAMENTO,14/05/2021,,AV. LUIZ VIANNA FILHO N° 8544,8544.0,"QD-A, PISOL/2 LOJA 222",ALPHAVILLE I,SALVADOR,41701-005,BA,NÃO,COMERCIAL,UCI-ORIENT LTDA,2606.0,01.562.356/0001-81,REGULAR,UCI ORIENT,2927408.0
ORIENT CINE PARELELA - SALA 04,5002676.0,01.562.356/0002-62,EM FUNCIONAMENTO,14/05/2021,02/10/2009,305.0,6.0,3.0,3.0,SIM,NÃO,SIM,UCI ORIENT - SHOPPING CENTER PARALELA,16207.0,EM FUNCIONAMENTO,14/05/2021,,AV. LUIZ VIANNA FILHO N° 8544,8544.0,"QD-A, PISOL/2 LOJA 222",ALPHAVILLE I,SALVADOR,41701-005,BA,NÃO,COMERCIAL,UCI-ORIENT LTDA,2606.0,01.562.356/0001-81,REGULAR,UCI ORIENT,2927408.0
ORIENT CINE PARELELA - SALA 06,5002681.0,01.562.356/0002-62,EM FUNCIONAMENTO,14/05/2021,02/10/2009,245.0,5.0,3.0,2.0,SIM,NÃO,SIM,UCI ORIENT - SHOPPING CENTER PARALELA,16207.0,EM FUNCIONAMENTO,14/05/2021,,AV. LUIZ VIANNA FILHO N° 8544,8544.0,"QD-A, PISOL/2 LOJA 222",ALPHAVILLE I,SALVADOR,41701-005,BA,NÃO,COMERCIAL,UCI-ORIENT LTDA,2606.0,01.562.356/0001-81,REGULAR,UCI ORIENT,2927408.0
UCI ORIENT SALVADOR DELUX 1,5006792.0,01.562.356/0004-24,EM FUNCIONAMENTO,31/03/2022,31/03/2022,94.0,2.0,0.0,0.0,SIM,SIM,NÃO,UCI ORIENT DELUX SHOPPING DA BAHIA,50850.0,EM FUNCIONAMENTO,31/03/2022,http:\\ucicinemas.com.br,AV. TANCREDO NEVES,148.0,,PITUBA,SALVADOR,41820-972,BA,NÃO,COMERCIAL,UCI-ORIENT LTDA,2606.0,01.562.356/0001-81,REGULAR,UCI ORIENT,2927408.0
UCI ORIENT SALVADOR DELUX 2,5006793.0,01.562.356/0004-24,EM FUNCIONAMENTO,31/03/2022,31/03/2022,92.0,2.0,0.0,0.0,SIM,SIM,NÃO,UCI ORIENT DELUX SHOPPING DA BAHIA,50850.0,EM FUNCIONAMENTO,31/03/2022,http:\\ucicinemas.com.br,AV. TANCREDO NEVES,148.0,,PITUBA,SALVADOR,41820-972,BA,NÃO,COMERCIAL,UCI-ORIENT LTDA,2606.0,01.562.356/0001-81,REGULAR,UCI ORIENT,2927408.0
UCI ORIENT SALVADOR DELUX 3,5006794.0,01.562.356/0004-24,EM FUNCIONAMENTO,31/03/2022,31/03/2022,380.0,8.0,4.0,4.0,SIM,SIM,NÃO,UCI ORIENT DELUX SHOPPING DA BAHIA,50850.0,EM FUNCIONAMENTO,31/03/2022,http:\\ucicinemas.com.br,AV. TANCREDO NEVES,148.0,,PITUBA,SALVADOR,41820-972,BA,NÃO,COMERCIAL,UCI-ORIENT LTDA,2606.0,01.562.356/0001-81,REGULAR,UCI ORIENT,2927408.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCI ORIENT SHOPPING BARRA SALA 3,5004585.0,01.562.356/0003-43,EM FUNCIONAMENTO,14/05/2021,25/10/2013,499.0,10.0,6.0,4.0,SIM,NÃO,SIM,UCI ORIENT SHOPPING CENTER BARRA,26893.0,EM FUNCIONAMENTO,14/05/2021,www.ucicinemas.com.br,AVENIDA CENTENARIO,2992.0,PISO L-4,CHAME-CHAME,SALVADOR,40140-400,BA,NÃO,COMERCIAL,UCI-ORIENT LTDA,2606.0,01.562.356/0001-81,REGULAR,UCI ORIENT,2927408.0
UCI ORIENT SHOPPING BARRA SALA 4,5004586.0,01.562.356/0003-43,EM FUNCIONAMENTO,14/05/2021,25/10/2013,497.0,10.0,4.0,6.0,SIM,NÃO,SIM,UCI ORIENT SHOPPING CENTER BARRA,26893.0,EM FUNCIONAMENTO,14/05/2021,www.ucicinemas.com.br,AVENIDA CENTENARIO,2992.0,PISO L-4,CHAME-CHAME,SALVADOR,40140-400,BA,NÃO,COMERCIAL,UCI-ORIENT LTDA,2606.0,01.562.356/0001-81,REGULAR,UCI ORIENT,2927408.0
UCI ORIENT SHOPPING BARRA SALA 5,5004587.0,01.562.356/0003-43,EM FUNCIONAMENTO,05/02/2026,25/10/2013,149.0,4.0,2.0,1.0,SIM,NÃO,SIM,UCI ORIENT SHOPPING CENTER BARRA,26893.0,EM FUNCIONAMENTO,14/05/2021,www.ucicinemas.com.br,AVENIDA CENTENARIO,2992.0,PISO L-4,CHAME-CHAME,SALVADOR,40140-400,BA,NÃO,COMERCIAL,UCI-ORIENT LTDA,2606.0,01.562.356/0001-81,REGULAR,UCI ORIENT,2927408.0
UCI ORIENT SHOPPING BARRA SALA 6,5004588.0,01.562.356/0003-43,EM FUNCIONAMENTO,14/05/2021,25/10/2013,84.0,3.0,2.0,1.0,SIM,NÃO,SIM,UCI ORIENT SHOPPING CENTER BARRA,26893.0,EM FUNCIONAMENTO,14/05/2021,www.ucicinemas.com.br,AVENIDA CENTENARIO,2992.0,PISO L-4,CHAME-CHAME,SALVADOR,40140-400,BA,NÃO,COMERCIAL,UCI-ORIENT LTDA,2606.0,01.562.356/0001-81,REGULAR,UCI ORIENT,2927408.0
UCI ORIENT SHOPPING BARRA SALA 7,5004589.0,01.562.356/0003-43,EM FUNCIONAMENTO,14/05/2021,25/10/2013,66.0,3.0,2.0,1.0,SIM,NÃO,SIM,UCI ORIENT SHOPPING CENTER BARRA,26893.0,EM FUNCIONAMENTO,14/05/2021,www.ucicinemas.com.br,AVENIDA CENTENARIO,2992.0,PISO L-4,CHAME-CHAME,SALVADOR,40140-400,BA,NÃO,COMERCIAL,UCI-ORIENT LTDA,2606.0,01.562.356/0001-81,REGULAR,UCI ORIENT,2927408.0
